YEAR,WEEK,RK,TEAM,RECORD,PTS,PREV,TRENDING,GAMES
2008,4,8,Texas,5-0,"1,240",15,7,"  vs Texas Southern W 98-61,  @ UCLA W 63-61"
2008,4,9,Texas A&M;,6-0,"1,163",16,7,"  vs Alabama W 76-63,  @ Arizona L 78-67"
2008,4,10,Michigan State,4-1,"1,015",10,--,"  vs NC State W 81-58,  vs Jacksonville W 80-51"
2008,4,11,Tennessee,5-1,973,7,4,"  vs NC A&T; W 93-59,  vs LA-Lafayette W 98-70"
2008,4,12,Louisville,4-1,964,6,6,  vs Miami (OH) W 47-44
2008,4,13,Marquette,4-1,950,11,2,  vs Milwaukee W 100-65
2008,4,14,Pittsburgh,5-0,871,17,3,"  vs Boston U W 80-53,  vs Toledo W 78-52"
2008,4,15,Indiana,4-1,766,8,7,"  vs Georgia Tech W 83-79,  @ S Illinois W 64-51"
2008,4,16,Butler,6-0,742,22,6,  vs OSU W 65-46
2008,4,17,Oregon,5-1,511,12,5,  @ Kansas State W 80-77
2008,4,18,Clemson,5-0,495,24,6,"  vs Purdue W 61-58,  vs South Carolina W 85-74"
2008,4,19,Gonzaga,5-1,454,14,5,"  @ Saint Joe's W 70-65,  @ UConn W 85-82"
2008,4,20,Wisconsin,5-0,234,NR,6,  @ Duke L 82-58
2008,4,21,BYU,5-1,225,NR,5,  @ Portland W 78-54
2008,4,22,USC,5-1,217,NR,4,"  vs Oklahoma W 66-55,  vs Kansas L 59-55"
2008,4,23,Xavier,4-1,199,NR,3,"  vs Oakland W 93-68,  vs Belmont W 90-49"
2008,4,24,NC State,4-1,173,NR,2,  @ Michigan State L 81-58
2008,4,25,Kansas State,5-1,163,18,7,  vs Oregon L 80-77
2008,5,1,North Carolina (46),7-0,"1,770",1,--,  @ Penn W 106-71
2008,5,2,Memphis (21),6-0,"1,716",3,1,  vs USC W 62-58
2008,5,3,Kansas (2),7-0,"1,632",4,1,"  vs E Washington W 85-47,  vs DePaul W 84-66"
2008,5,4,Texas (2),7-0,"1,548",8,4,"  vs North Texas W 88-72,  @ Rice W 80-54"
2008,5,5,Georgetown (1),5-0,"1,529",5,--,"  @ Alabama W 70-60,  vs Jacksonville W 87-55"
2008,5,6,Duke,8-0,"1,422",7,1,  vs Michigan W 95-67
2008,5,7,UCLA,7-1,"1,370",2,5,  vs Davidson W 75-63
2008,5,8,Washington State,7-0,"1,355",6,2,"  @ Gonzaga W 51-47,  vs Portland State W 72-60"
2008,5,9,Michigan State,6-1,"1,093",10,1,"  @ Bradley W 66-61,  @ BYU W 68-61"
2008,5,10,Tennessee,7-1,"1,004",11,1,  @ Chattanooga W 76-70
2008,5,11,Marquette,5-1,959,13,2,  @ Wisconsin W 81-76
2008,5,12,Pittsburgh,7-0,928,14,2,"  @ Duquesne W 73-68,  @ Washington W 75-74"
2008,5,13,Butler,7-0,892,16,3,"  @ Detroit W 53-46,  @ Wright State L 43-42"
2008,5,14,Louisville,5-1,878,12,2,  vs Dayton L 70-65
2008,5,15,Indiana,6-1,811,15,--,"  vs Tennessee St W 84-72,  vs Kentucky W 70-51"
2008,5,16,Texas A&M;,7-1,781,9,7,  vs Texas State W 109-73
2008,5,17,Gonzaga,7-1,574,19,2,"  vs Washington St L 51-47,  vs CS Northridge W 85-59"
2008,5,18,Clemson,7-0,570,18,--,  @ ECU W 82-67
2008,5,19,Oregon,6-1,556,17,2,  vs Utah W 75-64
2008,5,20,BYU,6-1,371,21,1,"  vs Weber State W 72-57,  vs Michigan State L 68-61"
2008,5,21,Xavier,6-1,338,23,2,  vs Creighton W 79-66
2008,5,22,Arizona,5-2,224,NR,4,  @ Illinois W 78-72
2008,5,23,Vanderbilt,7-0,173,NR,3,"  vs Wake Forest W 83-80,  vs Lipscomb W 90-67"
2008,5,24,USC,6-2,161,22,2,  @ Memphis L 62-58
2008,5,25,Villanova,5-1,152,NR,1,"  vs LSU W 68-67,  @ Temple W 101-93"
2008,6,1,North Carolina (48),8-0,"1,772",1,--,  @ Rutgers W 93-71
2008,6,2,Memphis (19),7-0,"1,708",2,--,  @ Mid Tennessee W 65-41
2008,6,3,Kansas (2),9-0,"1,637",3,--,  vs Ohio W 88-51
2008,6,4,Texas (2),9-0,"1,560",4,--,  vs Texas State W 96-81
2008,6,5,Georgetown (1),7-0,"1,528",5,--,  vs Radford W 110-51
2008,6,6,Duke,9-0,"1,434",6,--, No games scheduled.
2008,6,7,Washington State,9-0,"1,358",8,1, No games scheduled.
2008,6,8,UCLA,8-1,"1,356",7,1,  vs Idaho State W 89-49
2008,6,9,Michigan State,8-1,"1,136",9,--,  vs IPFW W 79-57
2008,6,10,Marquette,6-1,"1,053",11,1,  vs Sacramento St W 82-51
2008,6,11,Pittsburgh,9-0,"1,034",12,1,  vs Oklahoma State W 85-68
2008,6,12,Tennessee,8-1,"1,033",10,2,  @ W Kentucky W 88-82
2008,6,13,Indiana,8-1,924,15,2,  vs W Carolina W 100-52
2008,6,14,Texas A&M;,8-1,846,16,2,  vs AR-Pine Bluff W 64-37
2008,6,15,Clemson,8-0,702,18,3, No games scheduled.
2008,6,16,Oregon,7-1,694,19,3,"  vs Sacramento St W 93-66,  @ Nebraska L 88-79"
2008,6,17,Xavier,7-1,503,21,4,"  vs Cincinnati W 64-59,  @ Arizona State L 77-55"
2008,6,18,Butler,8-1,413,13,5,  vs FSU W 79-68
2008,6,19,Gonzaga,8-2,386,17,2, No games scheduled.
2008,6,20,Vanderbilt,9-0,379,23,3,  @ DePaul W 91-85
2008,6,21,Arizona,6-2,360,22,1,  vs Fresno State W 69-50
2008,6,22,Louisville,5-2,286,14,8,  @ Purdue L 67-59
2008,6,23,Villanova,7-1,279,25,2,  vs Hartford W 103-75
2008,6,24,Saint Mary's,7-0,197,NR,2,  @ S Illinois L 71-56
2008,6,25,BYU,7-2,191,20,5,"  vs Lamar W 88-66,  vs Pepperdine W 86-67"
2008,7,1,North Carolina (48),9-0,"1,772",1,--,"  vs Nicholls State W 88-78,  vs UCSB W 105-70"
2008,7,2,Memphis (19),8-0,"1,710",2,--,"  @ Cincinnati W 79-69,  vs Georgetown W 85-71"
2008,7,3,Kansas (2),10-0,"1,638",3,--,"  @ Georgia Tech W 71-66,  vs Miami (OH) W 78-54"
2008,7,4,Texas (2),10-0,"1,559",4,--,"  vs Oral Roberts W 66-56,  @ Michigan State L 78-72"
2008,7,5,Georgetown (1),8-0,"1,530",5,--,  @ Memphis L 85-71
2008,7,6,Duke,9-0,"1,432",6,--,"  vs Albany W 111-70,  vs Pitt L 65-64"
2008,7,7,Washington State,9-0,"1,361",7,--,"  vs The Citadel W 67-45,  @ Idaho State W 75-45"
2008,7,8,UCLA,9-1,"1,347",8,--,"  vs W Illinois W 77-52,  @ Michigan W 69-54"
2008,7,9,Michigan State,9-1,"1,140",9,--,"  vs San Jose State W 85-45,  vs Texas W 78-72"
2008,7,10,Marquette,7-1,"1,066",10,--,"  vs IPFW W 80-56,  vs Coppin State W 89-42"
2008,7,11,Pittsburgh,10-0,"1,060",11,--,  @ Duke W 65-64
2008,7,12,Tennessee,9-1,"1,024",12,--,"  vs UNC Asheville W 86-73,  @ Xavier W 82-75"
2008,7,13,Indiana,9-1,941,13,--,  vs Coppin State W 73-46
2008,7,14,Texas A&M;,9-1,881,14,--,"  vs Detroit W 79-39,  vs UC Irvine W 88-66"
2008,7,15,Clemson,8-0,742,15,--,"  vs PR Mayaguez W 90-73,  @ DePaul W 90-74,  vs Ole Miss L 85-82"
2008,7,16,Butler,9-1,567,18,2,"  vs Bradley W 83-64,  @ FGCU W 78-66"
2008,7,17,Vanderbilt,10-0,562,20,3,  vs Tennessee St W 83-74
2008,7,18,Gonzaga,8-2,496,19,1,"  vs N Colorado W 77-57,  @ Oklahoma L 72-68"
2008,7,19,Arizona,7-2,490,21,2,"  @ UNLV W 52-49,  vs San Diego State W 74-58"
2008,7,20,Villanova,8-1,411,23,3,  vs Columbia W 72-56
2008,7,21,BYU,9-2,305,25,4,  vs Southern Utah W 70-55
2008,7,22,Miami,9-0,274,NR,4,"  vs Stetson W 89-53,  vs North Florida W 85-63,  vs NC A&T; W 95-64"
2008,7,23,Oregon,8-2,257,16,7,  @ Oakland L 68-62
2008,7,24,West Virginia,8-1,139,NR,2,"  @ Radford W 90-60,  @ Canisius W 77-54"
2008,7,25,USC,6-3,134,NR,1,"  vs Delaware State W 83-54,  vs Cal Poly W 78-55"
2008,8,1,North Carolina (47),11-0,"1,774",1,--,"  vs Nevada W 106-70,  vs Valparaiso W 90-58"
2008,8,2,Memphis (24),10-0,"1,740",2,--,  vs Arizona W 76-63
2008,8,3,Kansas (1),12-0,"1,668",3,--,  vs Yale W 86-53
2008,8,4,Washington State,11-0,"1,481",7,3,  vs NC A&T; W 67-34
2008,8,5,UCLA,11-1,"1,452",8,3,  vs UC Davis W 76-48
2008,8,6,Pittsburgh,11-0,"1,408",11,5,  @ Dayton L 80-55
2008,8,7,Michigan State,11-1,"1,396",9,2,  vs Green Bay W 93-75
2008,8,8,Georgetown,8-1,"1,245",5,3,  vs American U W 78-51
2008,8,9,Texas,11-1,"1,241",4,5,  vs Wisconsin L 67-66
2008,8,10,Duke,10-1,"1,158",6,4, No games scheduled.
2008,8,11,Tennessee,11-1,"1,086",12,1,  @ Gonzaga W 82-72
2008,8,12,Marquette,9-1,"1,076",10,2,  vs Savannah State W 77-37
2008,8,13,Indiana,10-1,940,13,--,  vs Chicago State W 97-59
2008,8,14,Texas A&M;,11-1,898,14,--,  vs Florida A&M; W 83-54
2008,8,15,Vanderbilt,11-0,675,17,2,  vs UT Martin W 92-85
2008,8,16,Butler,11-1,634,16,--,  @ S Illinois W 57-55
2008,8,17,Arizona,9-2,575,19,2,  @ Memphis L 76-63
2008,8,18,Villanova,9-1,507,20,2,  vs La Salle W 71-58
2008,8,19,Miami,12-0,443,22,3,  vs Winthrop L 76-70
2008,8,20,BYU,10-2,383,21,1,  @ Boise State L 73-70
2008,8,21,Clemson,10-1,331,15,6,  vs Samford W 78-45
2008,8,22,Ole Miss,11-0,241,NR,4,  vs Southern Miss W 78-58
2008,8,23,West Virginia,10-1,240,24,1,  vs Oklahoma L 88-82
2008,8,24,USC,8-3,181,25,1,  vs UC Riverside W 70-57
2008,8,25,Rhode Island,11-1,133,NR,1,"  @ E Michigan W 92-75,  @ Ga Southern W 85-80"
2008,9,1,North Carolina (45),13-0,"1,772",1,--,"  vs Kent State W 90-61,  @ Clemson W 90-88"
2008,9,2,Memphis (26),11-0,"1,744",2,--,"  vs Siena W 102-58,  vs Pepperdine W 90-53"
2008,9,3,Kansas (1),13-0,"1,667",3,--,  @ Boston College W 85-60
2008,9,4,Washington State,12-0,"1,534",4,--,  @ Washington W 56-52
2008,9,5,UCLA,12-1,"1,499",5,--,"  @ Stanford W 76-67,  @ Cal W 70-58"
2008,9,6,Michigan State,12-1,"1,419",7,1,  vs Minnesota W 65-59
2008,9,7,Georgetown,9-1,"1,324",8,1,"  vs Fordham W 82-55,  @ Rutgers W 58-46"
2008,9,8,Tennessee,12-1,"1,259",11,3, No games scheduled.
2008,9,9,Duke,10-1,"1,252",10,1,  vs Cornell W 81-67
2008,9,10,Marquette,10-1,"1,157",12,2,"  vs Providence W 96-67,  @ West Virginia L 79-64"
2008,9,11,Indiana,11-1,"1,054",13,2,  @ Iowa W 79-76
2008,9,12,Texas A&M;,12-1,"1,000",14,2,"  vs Rice W 68-41,  vs LSU W 79-53"
2008,9,13,Pittsburgh,11-1,875,6,7,"  vs Lafayette W 96-75,  @ Villanova L 64-63"
2008,9,14,Texas,11-2,857,9,5,"  vs TCU W 67-59,  vs Saint Mary's W 81-62"
2008,9,15,Vanderbilt,12-0,780,15,--,"  vs Iona W 97-73,  vs Rice W 76-58,  vs UMass W 97-88"
2008,9,16,Butler,12-1,720,16,--,  vs Valparaiso W 73-65
2008,9,17,Villanova,10-1,601,18,1,"  @ DePaul L 84-76,  vs Pitt W 64-63"
2008,9,18,Ole Miss,12-0,464,22,4,  vs Alabama A&M; W 86-50
2008,9,19,Clemson,11-1,424,21,2,"  @ Alabama W 87-61,  vs UNC L 90-88"
2008,9,20,Dayton,11-1,385,NR,6,  vs Akron W 83-81
2008,9,21,Arizona,9-3,306,17,4,"  vs Oregon State W 76-63,  vs Oregon L 84-74"
2008,9,22,USC,9-3,264,24,2,"  @ Cal L 92-82,  @ Stanford L 52-46"
2008,9,23,Rhode Island,13-1,257,25,2,  vs Fair Dickinson W 94-63
2008,9,24,Stanford,11-1,242,NR,2,"  vs UCLA L 76-67,  vs USC W 52-46"
2008,9,25,Wisconsin,10-2,223,NR,1,"  @ Michigan W 70-54,  vs Iowa W 64-51"
2008,10,1,North Carolina (46),15-0,"1,768",1,--,"  vs UNC Asheville W 93-81,  vs NC State W 93-62"
2008,10,2,Memphis (25),13-0,"1,742",2,--,"  vs ECU W 99-58,  @ Marshall W 68-45"
2008,10,3,Kansas (1),14-0,"1,674",3,--,"  vs Loyola (MD) W 90-60,  @ Nebraska W 79-58"
2008,10,4,Washington State,13-0,"1,532",4,--,"  @ USC W 73-58,  @ UCLA L 81-74"
2008,10,5,UCLA,14-1,"1,522",5,--,"  vs Washington W 69-55,  vs Washington St W 81-74"
2008,10,6,Michigan State,13-1,"1,422",6,--,"  vs Purdue W 78-75,  @ Iowa L 43-36"
2008,10,7,Georgetown,11-1,"1,332",7,--,"  @ DePaul W 76-60,  vs UConn W 72-69"
2008,10,8,Tennessee,12-1,"1,282",8,--,"  vs Ole Miss W 85-83,  @ South Carolina W 80-56"
2008,10,9,Duke,11-1,"1,257",9,--,"  @ Temple W 74-64,  vs UVA W 87-65"
2008,10,10,Indiana,12-1,"1,125",11,1,"  @ Michigan W 78-64,  vs Illinois W 62-58"
2008,10,11,Texas A&M;,14-1,"1,102",12,1,  vs Colorado W 86-69
2008,10,12,Texas,13-2,944,14,2,  @ Missouri L 97-84
2008,10,13,Vanderbilt,15-0,925,15,2,"  vs South Carolina W 80-73,  @ Kentucky L 79-73"
2008,10,14,Butler,13-1,822,16,2,"  @ Loyola (CHI) W 66-55,  vs Green Bay W 74-65,  vs Milwaukee W 72-56"
2008,10,15,Marquette,11-2,751,10,5,"  vs Seton Hall W 61-56,  vs Notre Dame W 92-66"
2008,10,16,Ole Miss,13-0,650,18,2,"  @ Tennessee L 85-83,  vs LSU W 74-71"
2008,10,17,Dayton,12-1,554,20,3,"  vs URI W 92-83,  @ Saint Louis W 68-57"
2008,10,18,Clemson,12-2,518,19,1,"  vs Charlotte L 82-72,  vs FSU W 97-85"
2008,10,19,Villanova,11-2,465,17,2,  @ Cincinnati L 69-66
2008,10,20,Pittsburgh,12-2,461,13,7,"  @ USF W 79-66,  vs Seton Hall W 84-70"
2008,10,21,Wisconsin,12-2,407,25,4,  vs Illinois W 70-60
2008,10,22,Rhode Island,14-1,393,23,1,"  @ Dayton L 92-83,  vs Duquesne W 80-78"
2008,10,23,Stanford,12-2,185,24,1,"  @ Oregon State W 66-46,  @ Oregon L 71-66"
2008,10,24,Xavier,12-3,128,NR,2,"  vs St Bonaventure W 83-68,  vs Fordham W 68-50"
2008,10,25,Miami,13-1,85,NR,1,  vs Georgia Tech W 78-68
2008,11,1,North Carolina (45),17-0,"1,765",1,--,"  @ Georgia Tech W 83-82,  vs Maryland L 82-80"
2008,11,2,Memphis (24),15-0,"1,739",2,--,"  @ Rice W 77-50,  vs Southern Miss W 83-47"
2008,11,3,Kansas (3),16-0,"1,678",3,--,"  vs Oklahoma W 85-55,  @ Missouri W 76-70"
2008,11,4,UCLA,16-1,"1,578",5,1,  vs USC L 72-63
2008,11,5,Georgetown,13-1,"1,439",7,2,"  @ Pitt L 69-60,  vs Notre Dame W 84-65"
2008,11,6,Tennessee,14-1,"1,404",8,2,"  vs Vanderbilt W 80-60,  vs OSU W 74-69"
2008,11,7,Duke,13-1,"1,362",9,2,"  @ FSU W 70-57,  vs Clemson W 93-80"
2008,11,8,Washington State,14-1,"1,342",4,4,"  vs Oregon State W 69-46,  vs Oregon W 69-60"
2008,11,9,Indiana,14-1,"1,215",10,1,"  @ Minnesota W 65-60,  vs Penn State W 81-65"
2008,11,10,Texas A&M;,15-1,"1,184",11,1,"  @ Texas Tech L 68-53,  @ Kansas State L 75-54"
2008,11,11,Michigan State,14-2,988,6,5,"  vs OSU W 66-60,  @ Minnesota W 78-73"
2008,11,12,Butler,16-1,985,14,2,"  @ Cleveland State L 56-52,  @ Youngstown St W 78-69"
2008,11,13,Marquette,13-2,955,15,2,"  @ Louisville L 71-51,  @ UConn L 89-73"
2008,11,14,Dayton,14-1,793,17,3,  vs UMass L 82-71
2008,11,15,Pittsburgh,14-2,670,20,5,"  vs Georgetown W 69-60,  @ Cincinnati L 62-59"
2008,11,16,Vanderbilt,16-1,658,13,3,"  @ Tennessee L 80-60,  vs LSU W 92-76"
2008,11,17,Wisconsin,13-2,649,21,4,"  @ Penn State W 80-55,  vs Northwestern W 62-50"
2008,11,18,Ole Miss,14-1,612,16,2,"  vs Florida W 89-87,  @ Auburn L 80-77"
2008,11,19,Texas,13-3,592,12,7,  vs Colorado W 69-67
2008,11,20,Xavier,14-3,395,24,4,"  @ Temple L 78-59,  @ G Washington W 74-66"
2008,11,21,Miami,14-1,286,25,4,"  @ Boston College L 76-66,  @ NC State L 79-77"
2008,11,22,Arizona State,13-2,257,NR,4,"  @ Cal W 99-90,  @ Stanford L 67-52"
2008,11,23,Rhode Island,15-2,196,22,1,  @ Saint Louis L 68-61
2008,11,24,Clemson,13-3,187,18,6,"  vs NC State W 70-54,  @ Duke L 93-80"
2008,11,25,Villanova,11-3,140,19,6,"  vs DePaul W 76-69,  @ Syracuse W 81-71"
2008,12,1,Memphis (49),17-0,"1,777",2,1,"  @ Tulsa W 56-41,  vs Gonzaga W 81-73"
2008,12,2,Kansas (23),18-0,"1,751",3,1,"  vs Iowa State W 83-59,  vs Nebraska W 84-49"
2008,12,3,Tennessee,16-1,"1,591",6,3,"  @ Kentucky L 72-66,  vs Georgia W 85-69"
2008,12,4,Duke,15-1,"1,543",7,3,"  @ Virginia Tech W 81-64,  @ Maryland W 93-84"
2008,12,5,North Carolina,18-1,"1,536",1,4,  @ Miami W 98-82
2008,12,6,Washington State,16-1,"1,442",8,2,"  @ Arizona L 76-64,  @ Arizona State W 56-55"
2008,12,7,Indiana,16-1,"1,351",9,2,"  vs Iowa W 65-43,  vs UConn L 68-63"
2008,12,8,UCLA,16-2,"1,312",4,4,"  @ Oregon W 80-75,  @ Oregon State W 85-62"
2008,12,9,Georgetown,14-2,"1,235",5,4,"  vs Syracuse W 64-62,  @ West Virginia W 58-57"
2008,12,10,Michigan State,16-2,"1,175",11,1,"  @ Northwestern W 78-62,  vs Michigan W 77-62"
2008,12,11,Wisconsin,15-2,"1,048",17,6,"  vs Michigan W 64-61,  @ Purdue L 60-56"
2008,12,12,Texas,14-3,887,19,7,"  @ Oklahoma State W 63-61,  vs Texas Tech W 73-47"
2008,12,13,Pittsburgh,15-3,781,15,2,"  @ St John's W 81-57,  vs Rutgers L 77-64"
2008,12,14,Vanderbilt,17-2,748,16,2,  @ Florida L 86-64
2008,12,15,Butler,17-2,742,12,3,"  vs Loyola (CHI) W 63-50,  vs UIC W 73-57"
2008,12,16,Dayton,14-2,567,14,2,"  @ Xavier L 69-43,  @ Richmond L 80-63"
2008,12,17,Ole Miss,15-2,529,18,1,  @ Miss St L 88-68
2008,12,18,Texas A&M;,15-3,502,10,8,"  vs Baylor L 116-110,  @ Oklahoma State W 59-56"
2008,12,19,Villanova,13-3,502,25,7,"  @ Rutgers L 80-68,  vs Notre Dame L 90-80"
2008,12,20,Stanford,15-3,444,NR,6,  @ Cal W 82-77
2008,12,21,Marquette,13-4,332,13,8,  vs DePaul W 79-71
2008,12,22,Drake,16-1,313,NR,4,"  @ Creighton W 68-60,  vs Northern Iowa W 58-54"
2008,12,23,Xavier,15-4,230,20,3,"  vs Dayton W 69-43,  @ UMass W 77-65"
2008,12,24,Arizona State,14-3,182,22,2,"  vs Washington L 72-61,  vs Washington St L 56-55"
2008,12,25,Baylor,15-2,173,NR,1,"  @ Texas A&M; W 116-110,  vs Oklahoma L 77-71"
2008,13,1,Memphis (46),19-0,"1,774",1,--,"  @ Houston W 89-77,  vs UTEP W 70-64"
2008,13,2,Kansas (26),20-0,"1,754",2,--,"  @ Kansas State L 84-75,  @ Colorado W 72-59"
2008,13,3,Duke,17-1,"1,625",4,1,"  vs NC State W 92-72,  vs Miami W 88-73"
2008,13,4,North Carolina,19-1,"1,596",5,1,"  vs Boston College W 91-69,  @ FSU W 84-73"
2008,13,5,UCLA,18-2,"1,500",8,3,"  vs Arizona State W 84-51,  vs Arizona W 82-60"
2008,13,6,Georgetown,16-2,"1,377",9,3,"  @ St John's W 74-42,  vs Seton Hall W 73-61"
2008,13,7,Tennessee,17-2,"1,339",3,4,"  @ Alabama W 93-86,  @ Miss St W 76-71"
2008,13,8,Michigan State,18-2,"1,320",10,2,"  vs Illinois W 51-41,  @ Penn State L 85-76"
2008,13,9,Washington State,17-2,"1,261",6,3,"  vs Cal L 69-64,  vs Stanford L 67-65"
2008,13,10,Texas,16-3,"1,129",12,2,"  @ Texas A&M; L 80-63,  vs Baylor W 80-72"
2008,13,11,Indiana,17-2,"1,065",7,4,"  @ Wisconsin L 62-49,  vs Northwestern W 75-63"
2008,13,12,Butler,19-2,948,15,3, No games scheduled.
2008,13,13,Wisconsin,16-3,848,11,2,"  vs Indiana W 62-49,  @ Minnesota W 63-47"
2008,13,14,Stanford,16-3,786,20,6,"  @ Washington W 65-51,  @ Washington St W 67-65"
2008,13,15,Xavier,17-4,638,23,8,  vs La Salle W 75-62
2008,13,16,Drake,18-1,616,22,6,"  vs Creighton W 75-65,  @ Indiana State W 83-77"
2008,13,17,Marquette,14-4,513,21,4,"  vs USF W 62-54,  @ Cincinnati W 75-60"
2008,13,18,Pittsburgh,16-4,464,13,5,"  vs Villanova W 69-57,  @ UConn L 60-53"
2008,13,19,Vanderbilt,17-3,397,14,5,"  @ Ole Miss L 74-58,  vs Auburn W 78-71"
2008,13,20,Florida,18-3,374,NR,6,  @ Arkansas L 80-61
2008,13,21,Saint Mary's,17-2,310,NR,5,"  @ San Diego L 63-55,  vs Portland W 86-49"
2008,13,22,Kansas State,14-4,281,NR,4,"  vs Kansas W 84-75,  @ Missouri L 77-74"
2008,13,23,Texas A&M;,16-4,277,18,5,"  vs Texas W 80-63,  vs Oklahoma W 60-52"
2008,13,24,Ole Miss,15-3,217,17,7,"  vs Vanderbilt W 74-58,  vs South Carolina L 80-77"
2008,13,25,Baylor,16-3,166,25,--,  @ Texas L 80-72
2008,14,1,Memphis (72),21-0,"1,800",1,--,"  vs SMU W 77-48,  vs UCF W 85-64"
2008,14,2,Duke,19-1,"1,682",3,1,"  @ UNC W 89-78,  vs Boston College W 90-80"
2008,14,3,North Carolina,21-1,"1,637",4,1,"  vs Duke L 89-78,  vs Clemson W 103-93"
2008,14,4,Kansas,21-1,"1,574",2,2,"  vs Missouri W 90-71,  vs Baylor W 100-90"
2008,14,5,UCLA,20-2,"1,552",5,--,"  @ Washington St W 67-59,  @ Washington L 71-61"
2008,14,6,Georgetown,18-2,"1,433",6,--,"  vs USF W 63-53,  @ Louisville L 59-51"
2008,14,7,Tennessee,19-2,"1,394",7,--,"  vs Florida W 104-82,  @ LSU W 47-45"
2008,14,8,Wisconsin,18-3,"1,211",13,5,"  @ Iowa W 60-54,  vs Purdue L 72-67"
2008,14,9,Stanford,18-3,"1,170",14,5,"  vs Oregon W 72-43,  vs Oregon State W 71-56"
2008,14,10,Butler,19-2,"1,065",12,2,"  @ Valparaiso W 71-68,  @ Green Bay W 62-57"
2008,14,11,Michigan State,19-3,975,8,3,  vs Northwestern W 70-55
2008,14,12,Texas,17-4,910,10,2,"  @ Oklahoma W 64-54,  @ Iowa State W 71-65"
2008,14,13,Xavier,18-4,889,15,2,"  @ Saint Louis W 70-68,  vs Saint Joe's W 76-72"
2008,14,14,Indiana,18-3,885,11,3,"  @ Illinois W 83-79,  @ OSU W 59-53"
2008,14,15,Drake,20-1,817,16,1,"  @ Illinois State W 73-70,  vs Evansville W 73-65"
2008,14,16,Marquette,16-4,726,17,1,"  vs Louisville L 71-57,  @ Notre Dame L 86-83"
2008,14,17,Washington State,17-4,683,9,8,"  vs UCLA L 67-59,  vs USC W 74-50"
2008,14,18,Texas A&M;,18-4,591,23,5,"  @ Iowa State W 69-51,  @ Missouri W 77-69"
2008,14,19,Connecticut,16-5,476,NR,7,"  @ Syracuse W 63-61,  vs Georgia Tech W 80-68"
2008,14,20,Kansas State,15-5,361,22,2,"  vs Nebraska W 74-59,  vs Oklahoma State W 82-61"
2008,14,21,Pittsburgh,17-5,258,18,3,  vs West Virginia W 55-54
2008,14,22,Notre Dame,16-4,224,NR,4,"  @ Seton Hall W 95-69,  vs Marquette W 86-83"
2008,14,23,Vanderbilt,18-4,171,19,4,"  @ Georgia W 67-59,  @ South Carolina W 66-65"
2008,14,24,Purdue,17-5,143,NR,2,"  vs Penn State W 67-53,  @ Wisconsin W 72-67"
2008,14,25,Saint Mary's,18-3,125,21,4,"  vs Gonzaga W 89-85,  vs San Francisco W 76-51"
2008,15,1,Memphis (72),23-0,"1,800",1,--,"  vs Houston W 68-59,  @ UAB W 79-78"
2008,15,2,Duke,21-1,"1,714",2,--,"  vs Maryland W 77-65,  @ Wake Forest L 86-73"
2008,15,3,Kansas,23-1,"1,662",4,1,"  @ Texas L 72-69,  vs Colorado W 69-45"
2008,15,4,Tennessee,21-2,"1,553",7,3,"  vs Arkansas W 93-71,  @ Georgia W 74-71"
2008,15,5,North Carolina,22-2,"1,511",3,2,"  @ UVA W 75-74,  vs Virginia Tech W 92-53"
2008,15,6,UCLA,21-3,"1,383",5,1,  @ USC W 56-46
2008,15,7,Stanford,20-3,"1,354",9,2,"  @ Arizona State L 72-68,  @ Arizona W 67-66"
2008,15,8,Georgetown,19-3,"1,207",6,2,"  vs Villanova W 55-53,  @ Syracuse L 77-70"
2008,15,9,Butler,21-2,"1,132",10,1,"  @ Milwaukee W 83-75,  vs Youngstown St W 89-73,  vs Cleveland State W 51-46"
2008,15,10,Michigan State,20-3,"1,071",11,1,"  @ Purdue L 60-54,  @ Indiana L 80-61"
2008,15,11,Texas,19-4,"1,014",12,1,"  vs Kansas W 72-69,  @ Baylor W 82-77"
2008,15,12,Xavier,20-4,962,13,1,  @ Charlotte W 62-60
2008,15,13,Indiana,20-3,933,14,1,"  vs Wisconsin L 68-66,  vs Michigan State W 80-61"
2008,15,14,Drake,22-1,863,15,1,"  @ S Illinois L 65-62,  @ Northern Iowa W 65-55"
2008,15,15,Wisconsin,19-4,816,8,7,"  @ Indiana W 68-66,  vs Minnesota W 65-56"
2008,15,16,Texas A&M;,20-4,713,18,2,  vs Oklahoma State L 59-54
2008,15,17,Connecticut,18-5,658,19,2,"  vs Notre Dame W 84-78,  @ USF W 74-73"
2008,15,18,Kansas State,17-5,486,20,2,"  @ Texas Tech L 84-75,  vs Missouri W 100-63"
2008,15,19,Purdue,19-5,467,24,5,"  vs Michigan State W 60-54,  @ Northwestern W 71-56"
2008,15,20,Notre Dame,18-4,465,22,2,"  @ UConn L 84-78,  @ Rutgers W 71-68"
2008,15,21,Washington State,18-5,419,17,4,"  @ Oregon State W 70-57,  @ Oregon W 62-53"
2008,15,22,Pittsburgh,18-5,301,21,1,"  vs Providence W 82-63,  @ Marquette L 72-54"
2008,15,23,Louisville,18-6,246,NR,3,"  @ DePaul W 88-68,  @ Providence W 80-72"
2008,15,24,Vanderbilt,20-4,222,23,1,"  vs Kentucky W 93-52,  vs Florida W 61-58"
