,Date,Number,Winner,Type,Loser
1576,Jan 29th 2015,2,Big E & Kofi Kingston,def. (pin),Damien Mizdow & The Miz
1577,Jan 29th 2015,3,Erick Rowan,def. (pin),Curtis Axel
1578,Jan 29th 2015,4,Dolph Ziggler,def. (pin),Luke Harper
1579,Jan 29th 2015,1,R-Truth,def. (pin),Bad News Barrett
1580,Jan 29th 2015,2,Roman Reigns,def. (pin),The Big Show
1581,Jan 29th 2015,3,Tyson Kidd,def. (pin),Jey Uso
1582,Jan 29th 2015,4,Konnor & Viktor,def. (pin),Goldust & Stardust
1583,Jan 29th 2015,5,Daniel Bryan,def.,Kane
1584,Jan 29th 2015,6,Dean Ambrose & John Cena,def. (pin),Bray Wyatt & Seth Rollins
1585,Jan 25th 2015,1,Cesaro & Tyson Kidd,def. (pin),Big E & Kofi Kingston
1586,Jan 25th 2015,2,Konnor & Viktor,def. (pin),Billy Gunn & Road Dogg
1587,Jan 25th 2015,3,Jey Uso (c) & Jimmy Uso (c),def. (pin),Damien Mizdow & The Miz
1588,Jan 25th 2015,4,Brie Bella & Nikki Bella,def. (pin),Natalya & Paige
1589,Jan 25th 2015,5,Brock Lesnar (c),def. (pin),"John Cena, Seth Rollins"
1590,Jan 25th 2015,6,Roman Reigns,def.,"Adam Rose, Bad News Barrett, Big E, Bray Wyatt, Bubba Ray Dudley, Cesaro, Curtis Axel, Damien Mizdow, Daniel Bryan, Dean Ambrose, Diamond Dallas Page, Dolph Ziggler, Fandango, Goldust, Jack Swagger, Kane, Kofi Kingston, Luke Harper, R-Truth, Rusev, Ryback, Sin Cara, Stardust, The Big Show, The Boogeyman, The Miz, Titus O'Neil, Tyson Kidd, Zack Ryder"
1591,Jan 24th 2015,1,Bad News Barrett (c),def. (pin),"Dolph Ziggler, Luke Harper"
1592,Jan 24th 2015,2,Darren Young,def. (pin),Tyson Kidd
1593,Jan 24th 2015,3,Rusev (c),def. (sub),Erick Rowan
1594,Jan 24th 2015,4,Chris Jericho,def. (pin),Cesaro
1595,Jan 24th 2015,5,Dean Ambrose & Roman Reigns,def. (pin),Bray Wyatt & The Big Show
1596,Jan 24th 2015,6,Natalya & Paige,def. (sub),Alicia Fox & Cameron
1597,Jan 24th 2015,7,Ryback,def. (pin),Kane
1598,Jan 24th 2015,8,John Cena,def. (pin),Seth Rollins
1599,Jan 23rd 2015,1,Dolph Ziggler,def. (pin),Bad News Barrett
1600,Jan 23rd 2015,2,Darren Young,def. (pin),Tyson Kidd
1601,Jan 23rd 2015,3,Erick Rowan,def. (pin),Luke Harper
1602,Jan 23rd 2015,4,Chris Jericho,def. (pin),Cesaro
1603,Jan 23rd 2015,5,Ryback,def. (pin),Kane
1604,Jan 23rd 2015,6,Roman Reigns,def. (DQ),Rusev (c)
1605,Jan 23rd 2015,7,Natalya & Paige,def. (sub),Alicia Fox & Cameron
1606,Jan 23rd 2015,8,Dean Ambrose,def. (pin),Bray Wyatt
1607,Jan 23rd 2015,9,John Cena,def. (pin),Seth Rollins
1608,Jan 20th 2015,1,Sin Cara,def. (pin),Fandango
1609,Jan 20th 2015,2,Kofi Kingston,def. (pin),Tyson Kidd
1610,Jan 20th 2015,3,Damien Mizdow & The Miz,def. (pin),Diego & Fernando
1611,Jan 20th 2015,4,Natalya,def. (sub),Summer Rae
1612,Jan 20th 2015,5,Bray Wyatt,def. (pin),Jack Swagger
1613,Jan 20th 2015,6,Jey Uso & Jimmy Uso,def. (pin),Goldust & Stardust
1614,Jan 20th 2015,1,Dolph Ziggler,def. (pin),Bad News Barrett
1615,Jan 20th 2015,2,Ryback,def. (CO),Rusev
1616,Jan 20th 2015,3,Brie Bella,def. (pin),Naomi
1617,Jan 20th 2015,4,Luke Harper,def. (pin),Erick Rowan
1618,Jan 20th 2015,5,Daniel Bryan,def. (pin),Kane
1619,Jan 20th 2015,6,Daniel Bryan & Dean Ambrose & Roman Reigns,def. (pin),Bray Wyatt & Kane & Seth Rollins
1620,Jan 19th 2015,1,Bray Wyatt,def. (pin),Daniel Bryan
1621,Jan 19th 2015,2,Dean Ambrose,def. (pin),Bad News Barrett
1622,Jan 19th 2015,3,Big E & Kofi Kingston,def. (pin),Cesaro & Tyson Kidd
1623,Jan 19th 2015,4,Natalya & Paige,def. (sub),Alicia Fox & Summer Rae
1624,Jan 19th 2015,5,Rusev,def. (sub),R-Truth
1625,Jan 19th 2015,6,Jey Uso,def. (pin),The Miz
1626,Jan 19th 2015,7,John Cena,def. (pin),Kane & Seth Rollins & The Big Show
1627,Jan 19th 2015,1,Naomi,def. (pin),Cameron
1628,Jan 19th 2015,2,Fandango,def. (pin),Sin Cara
1629,Jan 18th 2015,1,R-Truth,def. (pin),Bad News Barrett
1630,Jan 18th 2015,2,Luke Harper,def. (pin),Alex Riley
1631,Jan 18th 2015,3,Diego & El Torito & Fernando,def. (pin),David Otunga & Fandango & Titus O'Neil
1632,Jan 18th 2015,4,Daniel Bryan,def. (pin),Kane
1633,Jan 18th 2015,5,Brie Bella,def. (pin),Natalya
1634,Jan 18th 2015,6,Big E & Kofi Kingston,def. (pin),Goldust & Stardust
1635,Jan 18th 2015,7,John Cena,def. (pin),Seth Rollins
1636,Jan 18th 2015,1,Jey Uso (c) & Jimmy Uso (c),def. (pin),Damien Mizdow & The Miz
1637,Jan 18th 2015,2,Sin Cara,def. (pin),Tyson Kidd
1638,Jan 18th 2015,3,Jack Swagger,def. (sub),Curtis Axel
1639,Jan 18th 2015,4,Justin Gabriel,def. (pin),Adam Rose
1640,Jan 18th 2015,5,Roman Reigns,def. (DQ),Rusev (c)
1641,Jan 18th 2015,6,Emma & Naomi & Paige,def. (pin),Alicia Fox & Cameron & Summer Rae
1642,Jan 18th 2015,7,Chris Jericho,def. (pin),Cesaro
1643,Jan 18th 2015,8,Dean Ambrose,def. (pin),Bray Wyatt
1644,Jan 17th 2015,1,R-Truth,def. (pin),Bad News Barrett
1645,Jan 17th 2015,2,Luke Harper,def. (pin),Alex Riley
1646,Jan 17th 2015,3,Diego & El Torito & Fernando,def. (pin),David Otunga & Fandango & Titus O'Neil
1647,Jan 17th 2015,4,Daniel Bryan,def. (pin),Kane
1648,Jan 17th 2015,5,Nikki Bella (c),def. (pin),Natalya
1649,Jan 17th 2015,6,Big E & Kofi Kingston,def. (pin),Goldust & Stardust
1650,Jan 17th 2015,7,John Cena,def. (pin),Seth Rollins
1651,Jan 17th 2015,1,Jey Uso (c) & Jimmy Uso (c),def. (pin),Damien Mizdow & The Miz
1652,Jan 17th 2015,2,Sin Cara,def. (pin),Tyson Kidd
1653,Jan 17th 2015,3,Justin Gabriel,def. (pin),Adam Rose
1654,Jan 17th 2015,4,Dean Ambrose,def. (pin),Bray Wyatt
1655,Jan 17th 2015,5,Emma & Naomi & Paige,def. (pin),Alicia Fox & Cameron & Summer Rae
1656,Jan 17th 2015,6,Chris Jericho,def. (pin),Cesaro
1657,Jan 17th 2015,7,Roman Reigns,def. (DQ),Rusev
1658,Jan 16th 2015,1,Dean Ambrose,def. (pin),Bray Wyatt
1659,Jan 16th 2015,2,Cesaro,def. (pin),Justin Gabriel
1660,Jan 16th 2015,3,R-Truth,def. (pin),Fandango
1661,Jan 16th 2015,4,Chris Jericho,def. (pin),Luke Harper
1662,Jan 16th 2015,5,Daniel Bryan & Roman Reigns,def. (pin),Kane & The Big Show
1663,Jan 16th 2015,6,Nikki Bella (c),def. (pin),Natalya
1664,Jan 16th 2015,7,Rusev (c),def. (sub),Jack Swagger
1665,Jan 16th 2015,8,John Cena,def.,Seth Rollins
1666,Jan 13th 2015,1,Luke Harper,def. (pin),Curtis Axel
1667,Jan 13th 2015,2,Daniel Bryan,def. (DQ),Kane
1668,Jan 13th 2015,3,Alicia Fox & Damien Mizdow & The Miz,def. (pin),Jey Uso & Jimmy Uso & Naomi
1669,Jan 13th 2015,4,Natalya,def. (sub),Nikki Bella
1670,Jan 13th 2015,5,Bad News Barrett (c),def. (pin),Sin Cara
1671,Jan 13th 2015,6,Daniel Bryan & Dean Ambrose & Roman Reigns,def. (pin),Kane & Seth Rollins & The Big Show
1672,Jan 13th 2015,1,Paige,def. (pin),Sasha Banks
1673,Jan 13th 2015,2,Diego & Fernando,def. (pin),Goldust & Stardust
1674,Jan 13th 2015,3,Konnor & Viktor,def. (pin),John Skyler & Purple Haze
1675,Jan 13th 2015,4,Rusev,def. (sub),Justin Gabriel
1676,Jan 13th 2015,5,Big E & Kofi Kingston & Xavier Woods,def. (pin),Adam Rose & Cesaro & Tyson Kidd
1677,Jan 12th 2015,1,Seth Rollins,def. (pin),John Cena
1678,Jan 12th 2015,2,Kofi Kingston & Xavier Woods,def. (pin),Cesaro & Tyson Kidd
1679,Jan 12th 2015,3,Roman Reigns,def. (pin),Luke Harper
1680,Jan 12th 2015,4,Alicia Fox,def. (pin),Naomi
1681,Jan 12th 2015,5,The Miz,def. (pin),Jey Uso
1682,Jan 12th 2015,6,Brie Bella,def. (pin),Paige
1683,Jan 12th 2015,7,Konnor & Viktor,def. (pin),Bu Ku Dao & Socorro
1684,Jan 12th 2015,8,Rusev,def.,Dean Ambrose
1685,Jan 12th 2015,1,Summer Rae,def. (pin),Cameron
1686,Jan 12th 2015,2,Fandango & Goldust & Stardust,def. (pin),Diego & Fernando & Justin Gabriel
1687,Jan 11th 2015,1,Kofi Kingston,def. (pin),Bad News Barrett
1688,Jan 11th 2015,2,Diego & El Torito & Fernando,def. (pin),David Otunga & Hornswoggle & Titus O'Neil
1689,Jan 11th 2015,3,Fandango,def. (pin),Curtis Axel
1690,Jan 11th 2015,4,Chris Jericho,def. (pin),Luke Harper
1691,Jan 11th 2015,5,Dean Ambrose,def. (pin),Bray Wyatt
1692,Jan 11th 2015,6,Natalya & Paige,def. (sub),Brie Bella & Nikki Bella
1693,Jan 11th 2015,7,Big E & Xavier Woods,def. (pin),"Goldust & Stardust, Cesaro & Tyson Kidd"
1694,Jan 11th 2015,8,John Cena,def. (pin),Seth Rollins
1695,Jan 11th 2015,1,Justin Gabriel,def. (pin),Adam Rose
1696,Jan 11th 2015,2,Darren Young,draw (NC),Tyler Breeze
1697,Jan 11th 2015,3,Kane,def. (pin),Jack Swagger
1698,Jan 11th 2015,4,Jey Uso (c) & Jimmy Uso (c),def. (pin),Damien Mizdow & The Miz
1699,Jan 11th 2015,5,Sin Cara,def. (pin),Alex Riley
1700,Jan 11th 2015,6,Emma & Naomi & Summer Rae,def. (pin),Alicia Fox & Cameron & Sasha Banks
1701,Jan 11th 2015,7,Roman Reigns,def. (DQ),Rusev
1702,Jan 10th 2015,1,Justin Gabriel,def. (pin),Adam Rose
1703,Jan 10th 2015,2,Tyler Breeze,draw (NC),Darren Young
1704,Jan 10th 2015,3,Kane,def. (pin),Jack Swagger
1705,Jan 10th 2015,4,Jey Uso & Jimmy Uso,def. (pin),Damien Mizdow & The Miz
1706,Jan 10th 2015,5,Sin Cara,def. (pin),Alex Riley
1707,Jan 10th 2015,6,Emma & Naomi & Summer Rae,def. (pin),Alicia Fox & Cameron & Sasha Banks
1708,Jan 10th 2015,7,Roman Reigns,def. (DQ),Rusev
1709,Jan 10th 2015,1,Kofi Kingston,def. (pin),Bad News Barrett
1710,Jan 10th 2015,2,Diego & Fernando,def. (pin),David Otunga & Titus O'Neil
1711,Jan 10th 2015,3,Chris Jericho,def. (pin),Luke Harper
1712,Jan 10th 2015,4,Fandango,def. (pin),Curtis Axel
1713,Jan 10th 2015,5,Dean Ambrose,def. (pin),Bray Wyatt
1714,Jan 10th 2015,6,Natalya,def. (sub),Paige
1715,Jan 10th 2015,7,Big E & Xavier Woods,def. (pin),"Cesaro & Tyson Kidd, Goldust & Stardust"
1716,Jan 10th 2015,8,John Cena,def. (pin),Seth Rollins
1717,Jan 9th 2015,1,Kofi Kingston,def. (pin),Bad News Barrett
1718,Jan 9th 2015,2,Diego & Fernando,def. (pin),David Otunga & Titus O'Neil
1719,Jan 9th 2015,3,Luke Harper,def. (pin),Curtis Axel
1720,Jan 9th 2015,4,Dean Ambrose,def. (pin),Bray Wyatt
1721,Jan 9th 2015,5,Natalya,def. (sub),Paige
1722,Jan 9th 2015,6,Big E & Xavier Woods,def. (pin),Goldust & Stardust
1723,Jan 9th 2015,7,John Cena,def. (pin),Seth Rollins
1724,Jan 6th 2015,1,Diego & Fernando,def. (pin),Cesaro & Tyson Kidd
1725,Jan 6th 2015,2,Big E,def. (pin),Adam Rose
1726,Jan 6th 2015,3,Konnor & Viktor,def. (pin),Mad 1 & Spartan
1727,Jan 6th 2015,4,Alicia Fox,def. (pin),Naomi
1728,Jan 6th 2015,5,Jey Uso (c) & Jimmy Uso (c),def. (pin),"Goldust & Stardust, Damien Mizdow & The Miz"
1729,Jan 6th 2015,6,Sin Cara,def. (pin),Bad News Barrett
1730,Jan 6th 2015,7,Dean Ambrose & Roman Reigns,def. (pin),Seth Rollins & The Big Show
1731,Jan 6th 2015,8,Dean Ambrose,def. (pin),Bray Wyatt
1732,Jan 6th 2015,1,Luke Harper,def. (pin),Justin Gabriel
1733,Jan 6th 2015,2,Paige,def. (pin),Nikki Bella
1734,Jan 6th 2015,3,Fandango,def. (pin),R-Truth
1735,Jan 6th 2015,4,Titus O'Neil,def. (pin),Jack Swagger
1736,Jan 5th 2015,1,Bad News Barrett,def. (pin),Dolph Ziggler (c)
1737,Jan 5th 2015,2,Konnor & Viktor,def. (pin),Papi C & Titan
1738,Jan 5th 2015,3,Roman Reigns,def. (DQ),The Big Show
1739,Jan 5th 2015,4,Natalya,def. (pin),Nikki Bella
1740,Jan 5th 2015,5,Luke Harper,def. (pin),Erick Rowan
1741,Jan 5th 2015,6,Bray Wyatt,def.,Dean Ambrose
1742,Jan 5th 2015,7,Alicia Fox & Damien Mizdow & The Miz,def. (pin),Jey Uso & Jimmy Uso & Naomi
1743,Jan 5th 2015,8,Kane & Seth Rollins,def. (pin),Ryback
1744,Jan 5th 2015,9,Big E,def. (DQ),Adam Rose
1745,Jan 5th 2015,10,John Cena,def. (pin),Seth Rollins
1746,Jan 5th 2015,1,Jack Swagger,def. (sub),Titus O'Neil
1747,Jan 5th 2015,2,Diego & Fernando,def. (pin),Goldust & Stardust
1748,Jan 4th 2015,1,Ryback,def. (pin),Kane
1749,Jan 4th 2015,2,Darren Young,def. (pin),Alex Riley
1750,Jan 4th 2015,3,Alicia Fox & Emma & Naomi,def. (pin),Cameron & Sasha Banks & Summer Rae
1751,Jan 4th 2015,4,Jack Swagger,def. (sub),Cesaro
1752,Jan 4th 2015,5,Jey Uso (c) & Jimmy Uso (c),def. (pin),Damien Mizdow & The Miz
1753,Jan 4th 2015,6,Justin Gabriel,def. (pin),Adam Rose
1754,Jan 4th 2015,7,Sin Cara,def. (pin),Tyson Kidd
1755,Jan 4th 2015,8,The Big Show,def. (pin),Erick Rowan
1756,Jan 4th 2015,9,Roman Reigns,def. (DQ),Rusev
1757,Jan 4th 2015,1,Dolph Ziggler (c),def. (pin),Luke Harper
1758,Jan 4th 2015,2,Big E & Kofi Kingston & Xavier Woods,def. (pin),Curtis Axel & Goldust & Stardust
1759,Jan 4th 2015,3,Nikki Bella (c),def. (pin),"Natalya, Paige"
1760,Jan 4th 2015,4,Dean Ambrose,def. (pin),Bray Wyatt
1761,Jan 4th 2015,5,R-Truth,def. (pin),Fandango
1762,Jan 4th 2015,6,Diego & Fernando,def. (pin),Titus O'Neil & Tyler Breeze
1763,Jan 4th 2015,7,John Cena,def. (pin),Bad News Barrett
1764,Dec 30th 2014,1,Dolph Ziggler (c),def. (pin),Luke Harper
1765,Dec 30th 2014,2,Sami Zayn (c),def. (pin),Adrian Neville
1766,Dec 30th 2014,3,Fandango,draw (NC),Jack Swagger
1767,Dec 30th 2014,4,Randy Orton,def. (pin),Kane
1768,Dec 30th 2014,5,Brie Bella & Nikki Bella,def. (pin),Alicia Fox & Emma
1769,Dec 30th 2014,6,Big E & Kofi Kingston & Xavier Woods,def. (pin),Bad News Barrett & Damien Mizdow & The Miz
1770,Dec 30th 2014,7,John Cena,def. (pin),Seth Rollins
1771,Dec 30th 2014,1,Sin Cara,def. (pin),Tyler Breeze
1772,Dec 30th 2014,2,Bray Wyatt,def. (pin),Erick Rowan
1773,Dec 30th 2014,3,The Big Show,def. (CO),Ryback
1774,Dec 30th 2014,4,Cesaro & Tyson Kidd,def. (pin),Diego & Fernando
1775,Dec 30th 2014,5,Curtis Axel,draw (NC),Dean Ambrose
1776,Dec 30th 2014,6,Konnor & Viktor,def. (pin),Lance Anoa'i & Rhett Titus
1777,Dec 30th 2014,7,Jey Uso & Jimmy Uso & R-Truth,def. (pin),Adam Rose & Goldust & Stardust
1778,Dec 30th 2014,8,Rusev,draw (NC),Roman Reigns
1779,Dec 30th 2014,1,Naomi,def. (pin),Summer Rae
1780,Dec 30th 2014,2,Charlotte (c),def. (pin),Sasha Banks
1781,Dec 30th 2014,3,Titus O'Neil,def. (pin),Justin Gabriel
1782,Dec 30th 2014,4,Jey Uso (c) & Jimmy Uso (c),def. (pin),Goldust & Stardust
1783,Dec 29th 2014,1,Dolph Ziggler,def. (DQ),Rusev
1784,Dec 29th 2014,2,Nikki Bella,def. (pin),Natalya
1785,Dec 29th 2014,3,Jey Uso & Jimmy Uso,def. (pin),Damien Mizdow (c) & The Miz (c)
1786,Dec 29th 2014,4,Bad News Barrett,def. (pin),Cesaro
1787,Dec 29th 2014,5,Luke Harper,def. (pin),Jack Swagger
1788,Dec 29th 2014,6,Roman Reigns,def. (DQ),Seth Rollins
1789,Dec 29th 2014,7,Konnor & Viktor,def. (pin),Damien Mizdow & The Miz
1790,Dec 29th 2014,1,Roman Reigns,def. (pin),Kane
1791,Dec 29th 2014,2,Diego & El Torito & Fernando,def. (pin),Hornswoggle & Titus O'Neil & Tyler Breeze
1792,Dec 29th 2014,3,Sin Cara,def. (pin),Justin Gabriel
1793,Dec 29th 2014,4,Kofi Kingston & Xavier Woods,def. (pin),Goldust & Stardust
1794,Dec 29th 2014,5,Alicia Fox & Charlotte & Emma,def. (pin),Cameron & Sasha Banks & Summer Rae
1795,Dec 29th 2014,6,Curtis Axel,def. (pin),Adam Rose
1796,Dec 29th 2014,7,Dean Ambrose,def. (pin),Bray Wyatt
1797,Dec 29th 2014,1,Erick Rowan,def. (pin),Tyson Kidd
1798,Dec 29th 2014,2,Fandango,def. (pin),R-Truth
1799,Dec 28th 2014,1,Dolph Ziggler (c),def. (pin),Luke Harper
1800,Dec 28th 2014,2,Jack Swagger,def.,Fandango
1801,Dec 28th 2014,3,Brie Bella & Nikki Bella,def. (pin),Alicia Fox & Emma
1802,Dec 28th 2014,4,Ryback,def. (pin),Curtis Axel
1803,Dec 28th 2014,5,Randy Orton,def. (pin),Kane
1804,Dec 28th 2014,6,Sami Zayn (c),def. (pin),Adrian Neville
1805,Dec 28th 2014,7,Erick Rowan & Jey Uso & Jimmy Uso,def. (pin),Damien Mizdow & The Big Show & The Miz
1806,Dec 28th 2014,8,John Cena,def. (pin),Seth Rollins
1807,Dec 28th 2014,1,Sin Cara,def. (pin),Justin Gabriel
1808,Dec 28th 2014,2,Diego & El Torito & Fernando,def. (pin),Hornswoggle & Titus O'Neil & Tyler Breeze
1809,Dec 28th 2014,3,R-Truth,def. (pin),Adam Rose
1810,Dec 28th 2014,4,Roman Reigns,def. (DQ),Rusev (c)
1811,Dec 28th 2014,5,Charlotte & Naomi & Natalya,def. (sub),Cameron & Sasha Banks & Summer Rae
1812,Dec 28th 2014,6,Big E & Xavier Woods,def. (pin),"Goldust & Stardust, Cesaro & Tyson Kidd"
1813,Dec 28th 2014,7,Dean Ambrose,def. (pin),Bray Wyatt
1814,Dec 27th 2014,1,Sami Zayn (c),def. (pin),Adrian Neville
1815,Dec 27th 2014,2,Ryback,def. (pin),Fandango
1816,Dec 27th 2014,3,Jack Swagger,def. (sub),Curtis Axel
1817,Dec 27th 2014,4,Dolph Ziggler (c),def. (pin),Luke Harper
1818,Dec 27th 2014,5,Damien Mizdow (c) & The Miz (c),def. (pin),Jey Uso & Jimmy Uso
1819,Dec 27th 2014,6,The Big Show,def. (pin),Erick Rowan
1820,Dec 27th 2014,7,Alicia Fox & Emma,def. (pin),Brie Bella & Nikki Bella
1821,Dec 27th 2014,8,John Cena,def. (pin),Kane & Seth Rollins
1822,Dec 27th 2014,1,Sin Cara,def. (pin),Justin Gabriel
1823,Dec 27th 2014,2,Diego & El Torito & Fernando,def. (pin),Hornswoggle & Titus O'Neil & Tyler Breeze
1824,Dec 27th 2014,3,R-Truth,def. (pin),Adam Rose
1825,Dec 27th 2014,4,Roman Reigns,def. (DQ),Rusev (c)
1826,Dec 27th 2014,5,Charlotte & Naomi & Natalya,def. (sub),Cameron & Sasha Banks & Summer Rae
1827,Dec 27th 2014,6,Big E & Kofi Kingston,def. (pin),"Cesaro & Tyson Kidd, Goldust & Stardust"
1828,Dec 27th 2014,7,Dean Ambrose,def. (pin),Bray Wyatt
1829,Dec 26th 2014,1,Sin Cara,def. (pin),Justin Gabriel
1830,Dec 26th 2014,2,Diego & El Torito & Fernando,def. (pin),Hornswoggle & Titus O'Neil & Tyler Breeze
1831,Dec 26th 2014,3,R-Truth,def. (pin),Adam Rose
1832,Dec 26th 2014,4,Roman Reigns,def. (DQ),Rusev (c)
1833,Dec 26th 2014,5,Charlotte & Naomi & Natalya,def. (sub),Cameron & Sasha Banks & Summer Rae
1834,Dec 26th 2014,6,Kofi Kingston & Xavier Woods,def. (pin),"Goldust & Stardust, Cesaro & Tyson Kidd"
1835,Dec 26th 2014,7,Dean Ambrose,def. (pin),Bray Wyatt
1836,Dec 26th 2014,1,Dolph Ziggler (c),def. (pin),Luke Harper
1837,Dec 26th 2014,2,Ryback,def. (pin),Curtis Axel
1838,Dec 26th 2014,3,Sami Zayn (c),def. (pin),Adrian Neville
1839,Dec 26th 2014,4,Jack Swagger,draw (NC),Fandango
1840,Dec 26th 2014,5,Damien Mizdow (c) & The Miz (c),def. (pin),Jey Uso & Jimmy Uso
1841,Dec 26th 2014,6,Randy Orton,def. (pin),Kane
1842,Dec 26th 2014,7,Alicia Fox & Emma,def. (pin),Brie Bella & Nikki Bella
1843,Dec 26th 2014,8,The Big Show,def. (pin),Erick Rowan
1844,Dec 26th 2014,9,John Cena,def. (pin),Seth Rollins
1845,Dec 22nd 2014,1,John Cena,def. (pin),Seth Rollins
1846,Dec 22nd 2014,2,Fandango,def. (pin),Jack Swagger
1847,Dec 22nd 2014,3,R-Truth,def. (pin),Adam Rose
1848,Dec 22nd 2014,4,Roman Reigns,def. (CO),The Big Show
1849,Dec 22nd 2014,5,Natalya,def. (pin),Brie Bella
1850,Dec 22nd 2014,6,Diego & El Torito & Fernando,def. (pin),Goldust & Stardust
1851,Dec 22nd 2014,7,Dolph Ziggler (c),def. (pin),Luke Harper
1852,Dec 22nd 2014,8,Alicia Fox & Emma & Naomi,def. (pin),Cameron & Paige & Summer Rae
1853,Dec 22nd 2014,9,The Miz,def. (pin),Jey Uso
1854,Dec 22nd 2014,10,Bray Wyatt,def. (pin),Dean Ambrose
1855,Dec 22nd 2014,1,Titus O'Neil,def. (pin),Justin Gabriel
1856,Dec 22nd 2014,2,Erick Rowan,def. (pin),Cesaro
1857,Dec 21st 2014,1,Ryback,def. (pin),Kane
1858,Dec 21st 2014,2,Naomi,def. (pin),Alicia Fox
1859,Dec 21st 2014,3,Adam Rose,def. (pin),R-Truth
1860,Dec 21st 2014,4,Dean Ambrose,def. (DQ),Rusev (c)
1861,Dec 21st 2014,5,Jimmy Uso,def. (pin),The Miz
1862,Dec 21st 2014,6,Dolph Ziggler & Roman Reigns,def. (pin),Seth Rollins & The Big Show
1863,Dec 21st 2014,1,Adrian Neville,def. (pin),Tyler Breeze
1864,Dec 21st 2014,2,Cesaro & Tyson Kidd,def. (pin),Diego & Fernando
1865,Dec 21st 2014,3,Brie Bella,def. (pin),Summer Rae
1866,Dec 21st 2014,4,Big E,def. (pin),Stardust
1867,Dec 21st 2014,5,Luke Harper,def. (pin),Jack Swagger
1868,Dec 20th 2014,1,Dolph Ziggler (c),def. (pin),Luke Harper
1869,Dec 20th 2014,2,Diego & El Torito & Fernando & Sin Cara,def. (pin),Cesaro & Hornswoggle & Titus O'Neil & Tyson Kidd
1870,Dec 20th 2014,3,Adrian Neville,def. (pin),Tyler Breeze
1871,Dec 20th 2014,4,Big E & Kofi Kingston,def. (pin),Damien Mizdow & The Miz
1872,Dec 20th 2014,5,Emma & Naomi,def. (pin),Cameron & Sasha Banks
1873,Dec 20th 2014,6,Rusev (c),def. (sub),Jack Swagger
1874,Dec 20th 2014,7,Roman Reigns,def. (pin),Kane
1875,Dec 20th 2014,1,Darren Young,def. (pin),Justin Gabriel
1876,Dec 20th 2014,2,Fandango,def. (pin),Adam Rose
1877,Dec 20th 2014,3,Erick Rowan,def. (pin),Curtis Axel
1878,Dec 20th 2014,4,Jey Uso & Jimmy Uso,def. (pin),Goldust & Stardust
1879,Dec 20th 2014,5,Natalya,def. (sub),Paige
1880,Dec 20th 2014,6,Ryback,def. (DQ),Seth Rollins
1881,Dec 20th 2014,7,Dean Ambrose,def. (pin),Bray Wyatt
1882,Dec 16th 2014,1,Roman Reigns,def. (pin),Fandango
1883,Dec 16th 2014,2,Erick Rowan & Jey Uso & Jimmy Uso,def. (pin),Damien Mizdow & Luke Harper & The Miz
1884,Dec 16th 2014,3,Ryback,draw,Seth Rollins
1885,Dec 16th 2014,4,Nikki Bella (c),def. (pin),Naomi
1886,Dec 16th 2014,5,Kane,def. (pin),Adam Rose
1887,Dec 16th 2014,6,Dolph Ziggler (c),def. (pin),Seth Rollins
1888,Dec 16th 2014,1,Sin Cara,def. (pin),Curtis Axel
1889,Dec 16th 2014,2,Kofi Kingston & Xavier Woods,def. (pin),Cesaro & Tyson Kidd
1890,Dec 16th 2014,3,Paige,def. (sub),Emma
1891,Dec 16th 2014,4,Kane,def. (pin),Erick Rowan
1892,Dec 15th 2014,1,Luke Harper & The Big Show,def. (pin),Dolph Ziggler & Erick Rowan
1893,Dec 15th 2014,2,Alicia Fox & Natalya,def. (sub),Brie Bella & Nikki Bella
1894,Dec 15th 2014,3,Big E & Xavier Woods,def. (pin),Goldust & Stardust
1895,Dec 15th 2014,4,Kane,def. (pin),Adam Rose
1896,Dec 15th 2014,5,Paul Heyman,draw,Chris Jericho
1897,Dec 15th 2014,6,Jimmy Uso,def. (pin),The Miz
1898,Dec 15th 2014,7,Seth Rollins,def.,John Cena
1899,Dec 15th 2014,8,Dean Ambrose,def. (pin),Bray Wyatt
1900,Dec 15th 2014,1,Emma,def. (pin),Summer Rae
1901,Dec 15th 2014,2,Cesaro & Tyson Kidd,def. (pin),Diego & Fernando
1902,Dec 14th 2014,1,Big E & Kofi Kingston,def. (pin),Goldust & Stardust
1903,Dec 14th 2014,2,Dolph Ziggler,def.,Luke Harper (c)
1904,Dec 14th 2014,3,Jey Uso & Jimmy Uso,def. (DQ),Damien Mizdow (c) & The Miz (c)
1905,Dec 14th 2014,4,The Big Show,def. (pin),Erick Rowan
1906,Dec 14th 2014,5,John Cena,def.,Seth Rollins
1907,Dec 14th 2014,6,Nikki Bella (c),def. (pin),A. J. Lee
1908,Dec 14th 2014,7,Ryback,def. (pin),Kane
1909,Dec 14th 2014,8,Rusev (c),def. (sub),Jack Swagger
1910,Dec 14th 2014,9,Bray Wyatt,def. (pin),Dean Ambrose
1911,Dec 13th 2014,1,Ryback,def. (pin),Kane
1912,Dec 13th 2014,2,Rusev (c),def. (sub),Jack Swagger
1913,Dec 13th 2014,3,Erick Rowan,def. (DQ),The Big Show
1914,Dec 13th 2014,4,Dolph Ziggler,def. (pin),Cesaro
1915,Dec 13th 2014,5,Dean Ambrose,def. (pin),Cesaro
